School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher,City,Zipcode,Address
'BANNING LEWIS RANCH ACADEMY',12,9,9,9,9,12,12,12,12,11,742,0.013477,0.059299,0.070081,0.136119,0.702156,0.002695,0.016173,0.1078,0,0.886792,0.543,0.213,COLORADO SPRINGS,80927,7094 COTTONWOOD TREE DRIVE
'EVANS INTERNATIONAL ELEMENTARY SCHOOL',6,6,6,6,7,7,6,6,6,7,679,0.014728,0.029455,0.114875,0.217968,0.509573,0,0.113402,0.4806,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1675 WINNEBAGO ROAD
'HORIZON MIDDLE SCHOOL',7,7,6,6,8,6,6,9,6,6,969,0.01032,0.044376,0.194014,0.249742,0.44066,0.004128,0.05676,0.4561,0.262398,0.653248,0.322,0.325,COLORADO SPRINGS,80915,1750 PIROS DRIVE
'ODYSSEY ELEMENTARY SCHOOL',6,6,6,6,6,8,6,6,5,6,564,0.007092,0.037234,0.095745,0.203901,0.60461,0.003546,0.047872,0.4283,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,6275 BRIDLESPUR AVE
'REMINGTON ELEMENTARY SCHOOL',7,6,6,6,6,6,6,6,7,5,593,0,0.023609,0.082631,0.254637,0.536256,0.008432,0.094435,0.2688,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,2825 PONY TRACKS DRIVE
'ROCKY MOUNTAIN CLASSICAL ACADEMY',6,7,7,8,6,6,4,3,6,3,892,0,0.017937,0.034753,0.151345,0.723094,0.001121,0.071749,0.1222,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1710 PIROS DRIVE
'ROCKY MOUNTAIN CLASSICAL ACADEMY',9,8,9,7,9,5,10,9,6,13,892,0,0.017937,0.034753,0.151345,0.723094,0.001121,0.071749,0.1222,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1710 PIROS DRIVE
'SAND CREEK HIGH SCHOOL',7,6,7,6,6,6,5,6,5,5,1175,0.010213,0.059574,0.118298,0.203404,0.559149,0.006809,0.042553,0.2672,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,7005 NORTH CAREFREE CIRCLE
'SKYVIEW MIDDLE SCHOOL',7,7,6,7,7,6,6,5,8,6,1024,0.006836,0.049805,0.087891,0.208984,0.576172,0.000977,0.069336,0.2539,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,6350 WINDOM PEAK BOULEVARD
'SPRINGS RANCH ELEMENTARY SCHOOL',9,7,7,7,7,6,8,10,6,8,702,0.004274,0.058405,0.084046,0.179487,0.602564,0.002849,0.068376,0.1967,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,4350 CENTERVILLE DRIVE
'STETSON ELEMENTARY SCHOOL',7,7,7,7,7,8,6,6,6,6,624,0,0.048077,0.088141,0.205128,0.592949,0.003205,0.0625,0.2024,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,4910 JEDEDIAH SMITH ROAD
'THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH',8,8,7,8,8,7,6,6,5,6,802,0.004988,0.014963,0.057357,0.164589,0.670823,0.009975,0.077307,0.0511,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,6464 PETERSON ROAD
'THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH',7,9,9,9,9,7,6,6,6,7,802,0.004988,0.014963,0.057357,0.164589,0.670823,0.009975,0.077307,0.0511,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,6464 PETERSON ROAD
'VISTA RIDGE HIGH SCHOOL',6,6,6,7,6,6,5,5,5,5,1147,0.007847,0.046207,0.114211,0.179599,0.602441,0.003487,0.046207,0.1578,0.2215,0.695205,0.414,0.394,COLORADO SPRINGS,80922,6888 BLACK FOREST ROAD
'WEIKEL ELEMENTARY SCHOOL',9,6,6,7,6,6,9,11,9,7,594,0.011785,0.020202,0.144781,0.186869,0.560606,0.006734,0.069024,0.4603,0.192609,0.167535,0.266,0.493,COLORADO SPRINGS,80902,6565 LINDSTROM STREET
'HANOVER JUNIOR-SENIOR HIGH SCHOOL',1,3,3,3,4,4,1,1,3,1,129,0.031008,0.023256,0.015504,0.263566,0.666667,0,0,0.5736,0.410526,0.447028,0.009,0.115,COLORADO SPRINGS,80928,17050 SOUTH PEYTON HIGHWAY
'HANOVER JUNIOR-SENIOR HIGH SCHOOL',5,4,5,1,5,5,6,4,6,7,129,0.031008,0.023256,0.015504,0.263566,0.666667,0,0,0.5736,0.410526,0.447028,0.009,0.115,COLORADO SPRINGS,80928,17050 SOUTH PEYTON HIGHWAY
'HANOVER JUNIOR-SENIOR HIGH SCHOOL',9,6,6,4,6,9,12,10,11,12,129,0.031008,0.023256,0.015504,0.263566,0.666667,0,0,0.5736,0.410526,0.447028,0.009,0.115,COLORADO SPRINGS,80928,17050 SOUTH PEYTON HIGHWAY
'ATLAS PREPARATORY SCHOOL',4,5,5,5,5,6,5,3,6,4,350,0.02,0.12,0.185714,0.388571,0.248571,0.002857,0.034286,0.7714,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1628 SOUTH MURRAY BLVD
'ATLAS PREPARATORY SCHOOL',5,6,5,6,6,6.718607,5,5,4,6,350,0.02,0.12,0.185714,0.388571,0.248571,0.002857,0.034286,0.7714,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1628 SOUTH MURRAY BLVD
'BRICKER ELEMENTARY SCHOOL',3,6,6,6,6,5,3,5,3,2,368,0.024457,0.035326,0.11413,0.519022,0.277174,0,0.029891,0.8368,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,4880 DOVER PLACE
'CARMEL MIDDLE SCHOOL',9,6,6,6,5,6,11,10,12,7,427,0.01171,0.039813,0.234192,0.477752,0.222482,0.004684,0.009368,0.8384,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,1740 PEPPERWOOD DRIVE
'FOX MEADOW MIDDLE SCHOOL',6,6,6,6,6,6,6,9,6,6,525,0.019048,0.04381,0.154286,0.441905,0.333333,0.001905,0.005714,0.7067,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1450 CHEYENNE MEADOWS ROAD
'GIBERSON ELEMENTARY SCHOOL',6,5,5,5,5,5,5,6,5,5,344,0.017442,0.055233,0.200581,0.386628,0.319767,0.002907,0.017442,0.7949,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,2880 FERBER DRIVE
'HARRISON HIGH SCHOOL',6,6,6,6,6,5,10,12,6,11,856,0.014019,0.064252,0.174065,0.418224,0.327103,0,0.002336,0.7033,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,2755 JANITELL ROAD
'JAMES IRWIN CHARTER ELEMENTARY SCHOOL',10,12,13,12,13,10,9,9,6,10,536,0.009328,0.05597,0.057836,0.322761,0.529851,0.007463,0.016791,0.4123,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1626 S MURRAY BOULEVARD
'JAMES IRWIN CHARTER HIGH SCHOOL',9,10,10,9,10,9,6,6,6,6,422,0.016588,0.063981,0.137441,0.241706,0.537915,0,0.00237,0.3318,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,5525 ASTROZON BLVD.
'JAMES IRWIN CHARTER MIDDLE SCHOOL',6,9,9,10,9,6,6,5,6,5,430,0.016279,0.04186,0.097674,0.388372,0.434884,0.004651,0.016279,0.4419,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,5525 ASTROZON BLVD
'MONTEREY ELEMENTARY SCHOOL',6,6,6,6,6,5,7,9,6,7,427,0.002342,0.037471,0.152225,0.47541,0.297424,0,0.035129,0.8756,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2311 MONTEREY ROAD
'MOUNTAIN VISTA COMMUNITY SCHOOL',6,6,6,6,6,6,6,10,8,5,645,0.007752,0.017054,0.114729,0.469767,0.386047,0.004651,0,0.6248,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2550 DORSET DRIVE
'MOUNTAIN VISTA COMMUNITY SCHOOL',9,6,6,6,6,6,9,9,11,9,645,0.007752,0.017054,0.114729,0.469767,0.386047,0.004651,0,0.6248,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2550 DORSET DRIVE
'OAK CREEK ELEMENTARY SCHOOL',6,6,5,6,6,5,7,6,7,8,328,0.021341,0.018293,0.097561,0.487805,0.353659,0,0.021341,0.7841,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,3333 OAK CREEK DRIVE WEST
'OTERO ELEMENTARY SCHOOL',6,6,6,6,7,7,6,7,6,6,443,0.024831,0.072235,0.14447,0.234763,0.474041,0.011287,0.038375,0.5788,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1650 CHARMWOOD DRIVE
'PANORAMA MIDDLE SCHOOL',6,5,5,6,5,6,6,6,7,6,518,0.027027,0.050193,0.30695,0.395753,0.216216,0,0.003861,0.7471,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,2145 SOUTH CHELTON
'PIKES PEAK ELEMENTARY SCHOOL',6,6,5,6,6,6,6,6,7,6,443,0.013544,0.029345,0.182844,0.541761,0.225734,0.002257,0.004515,0.8936,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,1520 VERDE DRIVE
'SAND CREEK ELEMENTARY SCHOOL',6,5,6,5,6,5,6,7,6,6,585,0.001709,0.032479,0.008547,0.117949,0.8,0,0.039316,0.1094,0.142255,0.860478,0.662,0.65,COLORADO SPRINGS,80916,550 SAND CREEK DRIVE
'SIERRA HIGH SCHOOL',5,5,5,5,6,4,5,5,5,6,861,0.015099,0.04878,0.358885,0.361208,0.206736,0.004646,0.004646,0.6492,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,2250 JET WING DRIVE
'SOARING EAGLES ELEMENTARY SCHOOL',9,10,9,12,9,11,9,10,6,8,594,0.015152,0.038721,0.156566,0.427609,0.338384,0.006734,0.016835,0.5618,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,4710 HARRIER RIDGE DRIVE
'STRATMOOR HILLS ELEMENTARY SCHOOL',5,5,5,5,5,6,6,5,6,7,322,0.015528,0.040373,0.118012,0.322981,0.459627,0,0.043478,0.85,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,200 LOOMIS AVENUE
'STRATTON MEADOWS ELEMENTARY SCHOOL',7,6,7,6,7,6,7,10,6,9,420,0.009524,0.030952,0.1,0.530952,0.311905,0.004762,0.011905,0.8747,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,610 BROOKSHIRE AVENUE
'TURMAN ELEMENTARY SCHOOL',10,6,6,6,6,6,12,11,8,12,313,0.035144,0.022364,0.204473,0.399361,0.28754,0.00639,0.044728,0.8182,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,3245 SPRINGNITE DRIVE
'WILDFLOWER ELEMENTARY SCHOOL',9,10,9,8,12,9,6,6,6,9,402,0.022388,0.057214,0.20398,0.31592,0.368159,0.00995,0.022388,0.7132,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1160 KEITH DRIVE
