School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher
'PALMER HIGH SCHOOL',7,7,7,9,7,7,9,7,10,6,2024,0.013834,0.020751,0.054842,0.254447,0.585474,0.000988,0.069664,0.4042,0.386981,0.380233,0.346,0.263
'PENROSE ELEMENTARY SCHOOL',3,6,6,6,6,6,2,1,1,4,407,0.007371,0.007371,0.058968,0.312039,0.511057,0.004914,0.09828,0.618,0.358272,0.522805,0.323,0.36
'QUEEN PALMER ELEMENTARY SCHOOL',4,5,4,6,4,3,5,1,12,1,266,0.026316,0.011278,0.12406,0.360902,0.394737,0,0.082707,0.9398,0.393165,0.390238,0.187,0.23
'ROGERS ELEMENTARY SCHOOL',5,5,5,3,5,5,6,6,6,4,268,0.003731,0.018657,0.078358,0.496269,0.343284,0,0.059701,0.7873,0.427476,0.28122,0.16,0.128
'ROOSEVELT EDISON CHARTER SCHOOL',6,6,5,6,6,5,6,6,5,3,715,0.015385,0.008392,0.093706,0.664336,0.179021,0.004196,0.034965,0.8615,0.427476,0.28122,0.16,0.128
'RUDY ELEMENTARY SCHOOL',6,8,7,9,7,7,6,10,3,6,450,0.004444,0.013333,0.057778,0.177778,0.682222,0,0.064444,0.4595,0.358272,0.522805,0.323,0.36
'RUSSELL MIDDLE SCHOOL',6,6,6,6,6,6,6,7,6,6,709,0.009873,0.011283,0.067701,0.25952,0.574048,0.005642,0.071932,0.519,0.24796,0.608073,0.38,0.426
'SABIN MIDDLE SCHOOL',5,6,6,6,6,6,3,6,3,3,842,0.008314,0.010689,0.087886,0.30285,0.524941,0.001188,0.064133,0.6247,0.358272,0.522805,0.323,0.36
'SCOTT ELEMENTARY SCHOOL',10,12,12,12,12,10,6,7,6,7,657,0.003044,0.033486,0.079148,0.143075,0.666667,0.00761,0.066971,0.2909,0.145994,0.717422,0.436,0.404
'SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY)',1,5,5,5,5,6,1,1,1,1,446,0.004484,0.008969,0.179372,0.446188,0.278027,0,0.08296,0.7332,0.427476,0.28122,0.16,0.128
'SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY)',6,4,3,5,4,6.718607,9,7,6,9,446,0.004484,0.008969,0.179372,0.446188,0.278027,0,0.08296,0.7332,0.427476,0.28122,0.16,0.128
'STEELE ELEMENTARY SCHOOL',12,10,9,12,10,10,10,6,12,9,437,0,0.01373,0.01373,0.08238,0.869565,0,0.020595,0.1236,0.190007,0.818793,0.783,0.661
'STRATTON ELEMENTARY SCHOOL',6,9,9,7,9,7,6,8,5,7,333,0.012012,0.009009,0.036036,0.198198,0.687688,0,0.057057,0.4033,0.357895,0.425047,0.354,0.345
'TAYLOR ELEMENTARY SCHOOL',6,6,6,6,4,6,6,3,12,5,261,0,0.011494,0.057471,0.203065,0.639847,0,0.088123,0.5594,0.357895,0.425047,0.354,0.345
'TRAILBLAZER ELEMENTARY SCHOOL',6,8,8,7,9,7,3,4,2,3,527,0.00759,0.030361,0.001898,0.13093,0.800759,0.001898,0.026565,0.0835,0.142255,0.860478,0.662,0.65
'TWAIN ELEMENTARY SCHOOL',5,5,5,5,5,3,6,6,5,5,345,0.005797,0.017391,0.014493,0.101449,0.831884,0,0.028986,0.1797,0.221867,0.756045,0.576,0.58
'WASSON HIGH SCHOOL',2,2,2,4,3,3,2,1,2,2,996,0.01506,0.03012,0.120482,0.330321,0.423695,0.003012,0.077309,0.6145,0.393165,0.390238,0.187,0.23
'WEST ELEMENTARY SCHOOL',4,5,5,5,5,6,3,5,1,3,358,0.005587,0.002793,0.044693,0.335196,0.530726,0.002793,0.078212,0.7798,0.281338,0.531963,0.373,0.374
'WEST INTERGENERATIONAL CENTER',6,6,6,6,5,6,6,6,6,4,270,0.014815,0.007407,0.066667,0.311111,0.533333,0,0.066667,0.7,0.281338,0.531963,0.373,0.374
'WILSON ELEMENTARY SCHOOL',6,6,6,6,6,5,6,6,5,6,406,0.009852,0.022167,0.110837,0.559113,0.231527,0,0.066502,0.8719,0.396251,0.474133,0.185,0.23
'COTOPAXI ELEMENTARY SCHOOL',9,6,6,6,6,7,8,6,12,6,108,0,0.009259,0,0.064815,0.898148,0,0.027778,0.4947,0.217647,0.423372,0.343,0.226
'COTOPAXI JUNIOR-SENIOR HIGH SCHOOL',11,7,7,6,6,6.718607,12,13,8,10,97,0.020619,0,0,0.103093,0.85567,0,0.020619,0.567,0.217647,0.423372,0.343,0.226
'COTOPAXI JUNIOR-SENIOR HIGH SCHOOL',9,8,7,7,9,7,9,7,8,10,97,0.020619,0,0,0.103093,0.85567,0,0.020619,0.567,0.217647,0.423372,0.343,0.226
'LAMB ELEMENTARY SCHOOL',1,9,9,8,9,6,1,1,1,1,38,0,0,0,0.131579,0.842105,0,0.026316,0.6579,0,0.672727,0.484,0.434
'CRESSON ELEMENTARY SCHOOL',6,6,7,6,6,9,6,3,6,9,224,0.004464,0.008929,0.013393,0.089286,0.883929,0,0,0.6102,0.54326,0.309091,0.313,0.107
'CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL',5,5,5,6,5,6,5,6,6,2,180,0.016667,0,0.033333,0.122222,0.827778,0,0,0.5611,0.54326,0.309091,0.313,0.107
'CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL',6,5,6,3,3,5,9,12,12,5,180,0.016667,0,0.033333,0.122222,0.827778,0,0,0.5611,0.54326,0.309091,0.313,0.107
'CROWLEY COUNTY ELEMENTARY SCHOOL',7,6,6,6,6,8,7,3,6,12,202,0.108911,0,0,0.217822,0.628713,0,0.044554,0.7574,0.296736,0.227166,0.074,0.142
'CROWLEY COUNTY HIGH SCHOOL',6,5,6,6,4,5,3,6,6,1,139,0,0,0.007194,0.273381,0.690647,0,0.028777,0.6619,0.296736,0.227166,0.074,0.142
'CROWLEY COUNTY WARD MIDDLE SCHOOL',6,6,6,6,6,6,5,4,4,6,138,0.014493,0,0.007246,0.23913,0.688406,0,0.050725,0.7319,0.296736,0.227166,0.074,0.142
'CUSTER COUNTY ELEMENTARY SCHOOL',6,7,7,8,7,6,5,5,5,5,176,0,0.022727,0,0.034091,0.903409,0,0.039773,0.5133,0.306839,0.38397,0.163,0.37
'CUSTER COUNTY HIGH SCHOOL',9,6,6,6,6,6,10,7,9,11,171,0.017544,0.005848,0.017544,0.040936,0.888889,0,0.02924,0.4269,0.306839,0.38397,0.163,0.37
'CUSTER MIDDLE SCHOOL',11,9,10,9,8,10,10,11,7,10,96,0,0.020833,0.010417,0.041667,0.927083,0,0,0.4063,0.306839,0.38397,0.163,0.37
'DE BEQUE ELEMENTARY SCHOOL',8,8,9,7,7,6,6,6,7,6,88,0,0,0,0.102273,0.886364,0,0.011364,0.459,0.416667,0.538462,0.231,0.064
'DE BEQUE UNDIVIDED HIGH SCHOOL',5,5,5,6,5,3,4,2,9,1,37,0.054054,0,0,0.108108,0.783784,0,0.054054,0.5946,0.416667,0.538462,0.231,0.064
'DE BEQUE UNDIVIDED HIGH SCHOOL',4,5,5,4,5,6,6,9,5,5,37,0.054054,0,0,0.108108,0.783784,0,0.054054,0.5946,0.416667,0.538462,0.231,0.064
'DEER TRAIL ELEMENTARY SCHOOL',7,9,9,9,8,9,6,6,6,5,85,0,0,0,0.164706,0.835294,0,0,0.5873,0.086207,0.593272,0.191,0.138
'DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL',2,6,6,5,6,6,1,3,1,1,93,0,0,0,0.075269,0.924731,0,0,0.3978,0.086207,0.593272,0.191,0.138
'DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL',6,6,7,6,6,6,7,7,8,6,93,0,0,0,0.075269,0.924731,0,0,0.3978,0.086207,0.593272,0.191,0.138
'DEL NORTE HIGH SCHOOL',6,6,6,6,6,6,5,6,3,6,160,0,0,0.0125,0.46875,0.51875,0,0,0.5438,0.349338,0.258373,0.232,0.177
'DEL NORTE MIDDLE SCHOOL',9,6,6,7,6,9,12,11,13,7,131,0.007634,0,0.007634,0.587786,0.396947,0,0,0.5954,0.349338,0.258373,0.232,0.177
'UNDERWOOD ELEMENTARY SCHOOL',4,6,7,7,6,6,3,6,3,2,157,0.012739,0,0,0.515924,0.471338,0,0,0.7389,0.349338,0.258373,0.232,0.177
'CEDAREDGE ELEMENTARY SCHOOL',6,7,6,7,7,6,6,6,7,5,383,0.005222,0,0.005222,0.114883,0.845953,0.007833,0.020888,0.5379,0.284817,0.346952,0.343,0.207
'CEDAREDGE HIGH SCHOOL',10,9,9,7,9,9,9,9,9,9,259,0.011583,0.003861,0,0.104247,0.857143,0,0.023166,0.3745,0.284817,0.346952,0.343,0.207
'CEDAREDGE MIDDLE SCHOOL',9,7,7,6,9,9,8,7,7,7,221,0.013575,0.004525,0,0.067873,0.909502,0,0.004525,0.448,0.284817,0.346952,0.343,0.207
'CRAWFORD ELEMENTARY SCHOOL',9,9,6,10,8,7,6,6,5,5,703,0.004267,0.123755,0.093883,0.743954,0.014225,0,0.019915,0.9135,0.408398,0.234598,0.098,0.121
'DELTA HIGH SCHOOL',6,6,6,6,6,5,6,9,3,6,646,0.018576,0.009288,0.00774,0.315789,0.640867,0,0.00774,0.5015,0.25824,0.422535,0.179,0.2
'DELTA MIDDLE SCHOOL',6,6,6,7,6,7,6,6,6,6,445,0.017978,0.011236,0.002247,0.332584,0.620225,0,0.01573,0.5753,0.25824,0.422535,0.179,0.2
'DELTA VISION SCHOOL',3,4,5,3,4,6,2,4,2,3,305,0,0.032787,0.006557,0.055738,0.87541,0,0.029508,0.1344,0.25824,0.422535,0.179,0.2
'DELTA VISION SCHOOL',6,6,6,6,6,6,7,6,6,9,305,0,0.032787,0.006557,0.055738,0.87541,0,0.029508,0.1344,0.25824,0.422535,0.179,0.2
'DELTA VISION SCHOOL',6,6,6,5,6,6,6,6,5,6,305,0,0.032787,0.006557,0.055738,0.87541,0,0.029508,0.1344,0.25824,0.422535,0.179,0.2
'GARNET MESA ELEMENTARY SCHOOL',7,7,6,7,7,6,6,6,6,6,551,0.005445,0.009074,0.005445,0.339383,0.6098,0.001815,0.029038,0.6098,0.25824,0.422535,0.179,0.2
'HOTCHKISS ELEMENTARY SCHOOL',8,9,9,10,9,8,6,5,6,6,386,0,0.007772,0.010363,0.178756,0.787565,0,0.015544,0.4438,0.15727,0.381938,0.169,0.184
'HOTCHKISS ELEMENTARY SCHOOL',6,8,7,9,9,8,5,5,5,5,386,0,0.007772,0.010363,0.178756,0.787565,0,0.015544,0.4438,0.15727,0.381938,0.169,0.184
'HOTCHKISS HIGH SCHOOL',9,8,7,6,9,7,7,9,3,11,239,0.004184,0.012552,0,0.138075,0.820084,0.008368,0.016736,0.4142,0.15727,0.381938,0.169,0.184
'LINCOLN ELEMENTARY SCHOOL',10,7,6,7,7,9,10,9,12,9,532,0.00188,0.005639,0.00188,0.332707,0.640977,0,0.016917,0.6372,0.25824,0.422535,0.179,0.2
'NORTH FORK MONTESSORI SCHOOL',12,13,13,10,13,12,11,12,7,11,79,0,0.037975,0,0.113924,0.835443,0,0.012658,0.4444,0.15727,0.381938,0.169,0.184
'NORTH FORK VISION SCHOOL',9,6,7,6,6,6,9,11,6,9,96,0.020833,0,0,0.041667,0.916667,0,0.020833,0.1354,0.25824,0.422535,0.179,0.2
'NORTH FORK VISION SCHOOL',7,7,7,6,8,9,12,9,11,13,96,0.020833,0,0,0.041667,0.916667,0,0.020833,0.1354,0.25824,0.422535,0.179,0.2
'PAONIA ELEMENTARY SCHOOL',12,10,9,10,10,9,12,9,12,9,247,0.004049,0,0.016194,0.125506,0.842105,0,0.012146,0.4587,0.320251,0.509565,0.221,0.367
'PAONIA HIGH SCHOOL',6,9,9,9,9,9,3,6,2,3,258,0.007752,0.007752,0,0.104651,0.860465,0,0.01938,0.2636,0.320251,0.509565,0.221,0.367
'PAONIA HIGH SCHOOL',9,9,9,7,9,9,8,9,6,9,258,0.007752,0.007752,0,0.104651,0.860465,0,0.01938,0.2636,0.320251,0.509565,0.221,0.367
'SURFACE CREEK VISION SCHOOL',5,3,5,1,2,5,5,10,1,5,232,0.00431,0.008621,0.00431,0.034483,0.922414,0,0.025862,0.2069,0.284817,0.346952,0.343,0.207
'SURFACE CREEK VISION SCHOOL',9,6,9,5,6,6.718607,7,10,6,9,232,0.00431,0.008621,0.00431,0.034483,0.922414,0,0.025862,0.2069,0.284817,0.346952,0.343,0.207
'SURFACE CREEK VISION SCHOOL',6,6,8,3,6,5,6,5,6,10,232,0.00431,0.008621,0.00431,0.034483,0.922414,0,0.025862,0.2069,0.284817,0.346952,0.343,0.207
'ABRAHAM LINCOLN HIGH SCHOOL',5,1,1,3,1,1,7,8,6,7,1903,0.007357,0.0268,0.009984,0.913295,0.037835,0.001051,0.003678,0.9296,0.397311,0.283844,0.087,0.111
'ACADEMIA ANA MARIE SANDOVAL',9,6,6,5,6,6,8,9,10,10,382,0.002618,0.010471,0,0.581152,0.374346,0,0.031414,0.3934,0.412602,0.535813,0.522,0.352
'AMESSE ELEMENTARY SCHOOL',5,1,1,1,3,3,6,9,5,9,583,0.005146,0.003431,0.241852,0.684391,0.034305,0.001715,0.02916,0.9617,0.366887,0.336019,0.113,0.159
'ARCHULETA ELEMENTARY SCHOOL',6,5,3,5,5,5,7,6,7,6,610,0.003279,0.018033,0.134426,0.734426,0.070492,0.008197,0.031148,0.8885,0.366887,0.336019,0.113,0.159
'ASBURY ELEMENTARY SCHOOL',9,6,6,7,7,6,9,9,9,6,313,0.00639,0.028754,0.079872,0.29393,0.523962,0.003195,0.063898,0.4792,0.226493,0.700401,0.704,0.648
'ASHLEY ELEMENTARY SCHOOL',3,1,1,1,1,1,5,6,6,3,354,0.00565,0.002825,0.180791,0.728814,0.059322,0,0.022599,0.9624,0.306648,0.660047,0.637,0.601
'BARNUM ELEMENTARY SCHOOL',6,3,2,3,4,1,7,9,5,9,489,0.00409,0.00818,0.010225,0.932515,0.0409,0,0.00409,0.9387,0.397311,0.283844,0.087,0.111
'BARRETT ELEMENTARY SCHOOL',5,1,1,1,1,1,6,7,7,5,222,0.009009,0.013514,0.40991,0.504505,0.063063,0,0,0.9471,0.534853,0.403518,0.487,0.249
'BRADLEY ELEMENTARY SCHOOL',12,7,7,6,7,7,13,13,12,12,521,0.001919,0.024952,0.126679,0.291747,0.497121,0,0.057582,0.5088,0.282386,0.491655,0.502,0.396
'BROMWELL ELEMENTARY SCHOOL',12,12,12,13,12,12,9,13,9,6,319,0.003135,0.028213,0.021944,0.125392,0.780564,0,0.040752,0.0909,0.237049,0.759071,0.754,0.667
'BROWN ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,7,7,494,0.02834,0.048583,0.010121,0.451417,0.423077,0,0.038462,0.5077,0.412602,0.535813,0.522,0.352
'BRUCE RANDOLPH SCHOOL',3,1,1,1,1,1,5,6,5,4,886,0.003386,0.002257,0.085779,0.87246,0.025959,0,0.010158,0.9763,0.534853,0.403518,0.487,0.249
'BRUCE RANDOLPH SCHOOL',6,1,1,2,1,1,8,9,9,9,886,0.003386,0.002257,0.085779,0.87246,0.025959,0,0.010158,0.9763,0.534853,0.403518,0.487,0.249
'BRYANT WEBSTER K-8 SCHOOL',6,4,3,5,5,3,8,7,13,7,441,0.00907,0.002268,0.002268,0.954649,0.029478,0,0.002268,0.9567,0.412602,0.535813,0.522,0.352
'BRYANT WEBSTER K-8 SCHOOL',6,5,5,5,5,5,9,9,6,9,441,0.00907,0.002268,0.002268,0.954649,0.029478,0,0.002268,0.9567,0.412602,0.535813,0.522,0.352
'CARSON ELEMENTARY SCHOOL',10,12,10,12,11,11,9,9,9,5,406,0,0.03202,0.054187,0.135468,0.682266,0,0.096059,0.1606,0.306648,0.660047,0.637,0.601
'CASTRO ELEMENTARY SCHOOL',3,1,1,1,1,3,7,7,6,7,689,0.008708,0.033382,0.020319,0.908563,0.023222,0.002903,0.002903,0.9711,0.397311,0.283844,0.087,0.111
'CENTENNIAL K-8 SCHOOL',1,3,3,4,5,3,1,1,3,1,530,0.016981,0.020755,0.030189,0.732075,0.186792,0.001887,0.011321,0.8092,0.3257,0.631878,0.64,0.371
'CENTENNIAL K-8 SCHOOL',5,3,4,3,3,4,6,6,6,6,530,0.016981,0.020755,0.030189,0.732075,0.186792,0.001887,0.011321,0.8092,0.3257,0.631878,0.64,0.371
'CESAR CHAVEZ ACADEMY DENVER',5,5,5,6,6,1,6,6,3,6,438,0.009132,0.004566,0.009132,0.878995,0.091324,0,0.006849,0.8311,0.3257,0.631878,0.64,0.371
'CESAR CHAVEZ ACADEMY DENVER',6,3,3,3,3,5,6,9,7,6,438,0.009132,0.004566,0.009132,0.878995,0.091324,0,0.006849,0.8311,0.3257,0.631878,0.64,0.371
'CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL',6,2,1,1,3,1,9,12,6,11,702,0.004274,0.027066,0.009972,0.915954,0.034188,0,0.008547,0.9688,0.397311,0.283844,0.087,0.111
'CHELTENHAM ELEMENTARY SCHOOL',5,1,1,1,1,1,6,7,7,9,539,0.009276,0.005566,0.068646,0.836735,0.057514,0,0.022263,0.9811,0.564974,0.288468,0.266,0.19
'COLE ARTS AND SCIENCE ACADEMY',3,1,1,1,1,1,5,5,7,4,632,0.017405,0.003165,0.193038,0.693038,0.056962,0.001582,0.03481,0.9606,0.534853,0.403518,0.487,0.249
'COLE ARTS AND SCIENCE ACADEMY',6,1,1,2,1,3,12,11,10,10,632,0.017405,0.003165,0.193038,0.693038,0.056962,0.001582,0.03481,0.9606,0.534853,0.403518,0.487,0.249
'COLFAX ELEMENTARY SCHOOL',5,3,2,2,4,3,6,7,5,6,420,0.021429,0.007143,0.059524,0.811905,0.07619,0,0.02381,0.9822,0.564974,0.288468,0.266,0.19
'COLLEGE VIEW ELEMENTARY SCHOOL',3,2,2,1,1,2,5,6,5,6,465,0.04086,0.113978,0.03871,0.746237,0.047312,0.006452,0.006452,0.9602,0.397311,0.283844,0.087,0.111
'COLUMBIAN ELEMENTARY SCHOOL',6,3,3,1,3,3,6,10,6,4,308,0.016234,0.003247,0.012987,0.918831,0.048701,0,0,0.9389,0.412602,0.535813,0.522,0.352
'COLUMBINE ELEMENTARY SCHOOL',3,2,2,1,3,1,5,3,6,6,359,0.002786,0.005571,0.005571,0.874652,0.111421,0,0,0.9266,0.354485,0.433758,0.334,0.283
'CORY ELEMENTARY SCHOOL',13,12,12,12,12,10,12,10,12,12,364,0,0.021978,0.021978,0.137363,0.793956,0.002747,0.021978,0.0852,0.226493,0.700401,0.704,0.648
'COWELL ELEMENTARY SCHOOL',6,2,1,1,3,1,7,9,6,8,519,0.025048,0.007707,0.038536,0.894027,0.026975,0,0.007707,0.9806,0.564974,0.288468,0.266,0.19
'DCIS AT MONTBELLO',5,3,3,4,1,6.718607,7,5,10,6,230,0.008696,0.026087,0.2,0.695652,0.026087,0.004348,0.03913,0.8826,0.366887,0.336019,0.113,0.159
'DENISON MONTESSORI SCHOOL',7,6,6,4,6,6,9,12,6,12,470,0.004255,0.046809,0.010638,0.693617,0.22766,0,0.017021,0.6302,0.397311,0.283844,0.087,0.111
'DENVER CENTER FOR INTERNATIONAL STUDIES',7,9,8,8,9,9,6,6,5,9,695,0.028777,0.071942,0.071942,0.461871,0.332374,0,0.033094,0.4245,0.564974,0.288468,0.266,0.19
'DENVER CENTER FOR INTERNATIONAL STUDIES',9,7,8,6,7,5,9,9,6,9,695,0.028777,0.071942,0.071942,0.461871,0.332374,0,0.033094,0.4245,0.564974,0.288468,0.266,0.19
'DENVER GREEN SCHOOL',3,6,6,6,6,6.718607,6,4,6,3,339,0.0059,0.047198,0.215339,0.289086,0.39528,0.00295,0.044248,0.5831,0.321125,0.485595,0.494,0.536
'DENVER GREEN SCHOOL',9,6,6,5,5,6.718607,12,12,8,12,339,0.0059,0.047198,0.215339,0.289086,0.39528,0.00295,0.044248,0.5831,0.321125,0.485595,0.494,0.536
'DENVER SCHOOL OF THE ARTS',6,11,12,9,12,11,5,6,3,6,1051,0.001903,0.047574,0.078972,0.154139,0.643197,0.000951,0.073264,0.1446,0.306648,0.660047,0.637,0.601
'DENVER SCHOOL OF THE ARTS',12,12,12,10,12,12,9,9,8,9,1051,0.001903,0.047574,0.078972,0.154139,0.643197,0.000951,0.073264,0.1446,0.306648,0.660047,0.637,0.601
'DOULL ELEMENTARY SCHOOL',7,3,2,3,3,1,12,10,8,12,522,0.005747,0.021073,0.01341,0.885057,0.059387,0,0.015326,0.9544,0.397311,0.283844,0.087,0.111
'DSST: COLE',10,6,6,8,6,6.718607,12,12,13,12,140,0.007143,0.042857,0.207143,0.55,0.164286,0,0.028571,0.7357,0.534853,0.403518,0.487,0.249
'DSST: GREEN VALLEY RANCH',12,7,6,8,6,6.718607,12,12,13,11,524.635307,0.008429,0.025491,0.038747,0.31313,0.584178,0.001912,0.028113,0.444057,0.288495,0.548542,0.25,0.276
'DSST: STAPLETON',12,10,9,11,10,12,12,12,12,13,524.635307,0.008429,0.025491,0.038747,0.31313,0.584178,0.001912,0.028113,0.444057,0.309685,0.633075,0.172,0.378
'DSST: STAPLETON',13,12,12,13,9,12,12,11,13,9,524.635307,0.008429,0.025491,0.038747,0.31313,0.584178,0.001912,0.028113,0.444057,0.309685,0.633075,0.172,0.378
'EAGLETON ELEMENTARY SCHOOL',6,3,1,3,3,2,9,5,9,12,384,0.010417,0,0.010417,0.924479,0.049479,0,0.005208,0.9492,0.564974,0.288468,0.266,0.19
'EAST HIGH SCHOOL',6,9,8,9,9,9,7,7,6,7,2313,0.006917,0.023346,0.263727,0.217034,0.436662,0.001729,0.050584,0.3545,0.237049,0.759071,0.754,0.667
'EDISON ELEMENTARY SCHOOL',6,6,6,6,7,9,7,7,6,7,527,0.005693,0.011385,0.017078,0.383302,0.533207,0.005693,0.043643,0.4075,0.3257,0.631878,0.64,0.371
'ELLIS ELEMENTARY SCHOOL',6,5,3,5,5,6,7,9,3,8,619,0.003231,0.053312,0.12601,0.531502,0.252019,0.001616,0.03231,0.9047,0.282386,0.491655,0.502,0.396
'ESCUELA TLATELOLCO SCHOOL',1,1,1,1,1,1,1,2,1,3,127,0,0.007874,0,0.952756,0.031496,0,0.007874,0.7323,0.412602,0.535813,0.522,0.352
'ESCUELA TLATELOLCO SCHOOL',1,1,1,1,1,1,6,6,6,6,127,0,0.007874,0,0.952756,0.031496,0,0.007874,0.7323,0.412602,0.535813,0.522,0.352
'FAIRMONT K-8 SCHOOL',3,1,1,1,1,1,6,5,6,6,384,0.007813,0.002604,0.013021,0.885417,0.083333,0,0.007813,0.9821,0.409188,0.322414,0.224,0.178
'FAIRMONT K-8 SCHOOL',6,1,1,3,2,1,9,6,7,12,384,0.007813,0.002604,0.013021,0.885417,0.083333,0,0.007813,0.9821,0.409188,0.322414,0.224,0.178
'FAIRVIEW ELEMENTARY SCHOOL',6,1,1,1,1,6,9,10,9,11,366,0.005464,0.043716,0.002732,0.838798,0.101093,0,0.008197,0.884,0.378916,0.403135,0.106,0.107
'FORCE ELEMENTARY SCHOOL',6,3,3,2,4,3,9,8,12,12,557,0.007181,0.008977,0.014363,0.904847,0.061041,0,0.003591,0.9612,0.397311,0.283844,0.087,0.111
'FRED N THOMAS CAREER EDUCATION CENTER',9,7,9,6,6,6,9,10,6,9,387,0.005168,0.02584,0.02584,0.870801,0.067183,0,0.005168,0.8863,0.412602,0.535813,0.522,0.352
'GARDEN PLACE ELEMENTARY SCHOOL',6,1,1,3,1,1,9,6,12,9,390,0.015385,0,0.017949,0.920513,0.041026,0,0.005128,0.9793,0.373727,0.211454,0.078,0.084
'GEORGE WASHINGTON HIGH SCHOOL',5,5,5,7,5,6,6,7,5,9,1510,0.004636,0.043046,0.362252,0.288079,0.247682,0.002649,0.051656,0.5444,0.321125,0.485595,0.494,0.536
'GILPIN ELEMENTARY SCHOOL',2,1,1,1,1,1,5,6,5,6,280,0.007143,0.007143,0.25,0.478571,0.207143,0,0.05,0.8398,0.534853,0.403518,0.487,0.249
'GIRLS ATHLETIC LEADERSHIP SCHOOL',9,6,6,6,6,6,9,10,6,11,176,0.011364,0.028409,0.136364,0.363636,0.409091,0,0.051136,0.5114,0.190007,0.818793,0.783,0.661
'GODSMAN ELEMENTARY SCHOOL',6,2,2,1,2,3,9,9,8,9,486,0,0.022634,0.004115,0.919753,0.041152,0.004115,0.00823,0.9692,0.409188,0.322414,0.224,0.178
'GOLDRICK ELEMENTARY SCHOOL',6,3,3,4,3,5,7,6,9,6,628,0,0.046178,0.02707,0.883758,0.038217,0,0.004777,0.9615,0.409188,0.322414,0.224,0.178
'GRANT MIDDLE SCHOOL',5,3,2,5,2,5,7,6,9,6,413,0.004843,0.024213,0.041162,0.731235,0.184019,0,0.014528,0.8499,0.226493,0.700401,0.704,0.648
'GRANT RANCH K-8 SCHOOL',7,6,6,6,6,5,8,9,6,6,799,0.006258,0.0801,0.025031,0.480601,0.370463,0.003755,0.033792,0.5373,0.171098,0.747126,0.487,0.473
'GRANT RANCH K-8 SCHOOL',9,6,6,7,6,6,9,9,8,8,799,0.006258,0.0801,0.025031,0.480601,0.370463,0.003755,0.033792,0.5373,0.171098,0.747126,0.487,0.473
'GREEN VALLEY ELEMENTARY SCHOOL',10,5,5,6,5,5,12,12,13,11,619,0.006462,0.048465,0.331179,0.484653,0.084006,0.011309,0.033926,0.8073,0.288495,0.548542,0.25,0.276
'GREENLEE ELEMENTARY SCHOOL',3,1,2,1,1,1,6,3,5,3,461,0.010846,0.021692,0.299349,0.590022,0.065076,0.002169,0.010846,0.9504,0.564974,0.288468,0.266,0.19
'GREENWOOD ECE-8',5,3,2,3,3,2,8,6,9,7,637,0.00157,0.026688,0.1146,0.828885,0.015699,0,0.012559,0.9419,0.366887,0.336019,0.113,0.159
'GREENWOOD ECE-8',7,6,5,6,6,5,9,9,10,9,637,0.00157,0.026688,0.1146,0.828885,0.015699,0,0.012559,0.9419,0.366887,0.336019,0.113,0.159
'GUST ELEMENTARY SCHOOL',7,6,5,6,5,5,10,8,12,6,643,0.006221,0.055988,0.018663,0.825816,0.085537,0,0.007776,0.94,0.397311,0.283844,0.087,0.111
'HALLETT FUNDAMENTAL ACADEMY',9,5,5,5,5,2,9,9,9,9,360,0.002778,0.002778,0.686111,0.236111,0.036111,0,0.036111,0.9031,0.434398,0.51586,0.575,0.352
'HAMILTON MIDDLE SCHOOL',6,7,7,7,8,8,7,9,6,9,921,0.004343,0.036916,0.168295,0.317047,0.415852,0.006515,0.051031,0.4951,0.320959,0.403297,0.415,0.448
'HARRINGTON ELEMENTARY SCHOOL',6,1,1,1,1,1,7,6,8,8,470,0.006383,0.004255,0.144681,0.782979,0.038298,0,0.023404,0.9668,0.534853,0.403518,0.487,0.249
'HENRY WORLD SCHOOL GRADES 6-8',6,5,3,6,5,6,6,6,6,8,907,0.007718,0.077178,0.023153,0.724366,0.141125,0.011025,0.015436,0.8093,0.315042,0.560951,0.364,0.357
'HIGHLINE ACADEMY CHARTER SCHOOL',9,8,9,7,8,6,9,9,6,10,498,0.002008,0.03012,0.269076,0.156627,0.51004,0.002008,0.03012,0.3173,0.320959,0.403297,0.415,0.448
